database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	20180913_R001	20180913_R009	20180913_R007	20180913_R008	20180913_R005	20180913_R006	20180913_R004	20180913_R023	20180913_R024	20180913_R020	20180913_QC_21	20180913_QC_20	20180913_QC_23	20180913_QC_22	20180913_QC_18	20180913_QC_17	20180913_QC_19	20180913_QC_14	20180913_QC_13	20180913_QC_16	20180913_QC_15	20180913_R029	20180913_R028	20180913_R025	20180913_R026	20180913_R012	20180913_R013	20180913_R010	20180913_R011	20180917_R062	20180917_R064	20180917_R063	20180917_R066	20180917_R068	20180917_R101	20180917_R067	20180917_R100	20180917_R103	20180917_R069	20180917_R102	20180917_R105	20180917_R104	20180917_R107	20180917_R109	20180917_R108	20180913_R018	20180913_R019	20180913_R016	20180913_R017	20180913_R014	20180913_R015	20180913_R045	20180913_R046	20180917_R071	20180913_R044	20180917_R070	20180913_R041	20180917_R073	20180913_R042	20180917_R072	20180917_R075	20180917_R077	20180917_R110	20180917_R076	20180917_R112	20180917_R078	20180917_R111	20180917_R114	20180917_R115	20180917_R118	20180917_R119	20180913_R047	20180913_R048	20180917_R080	20180913_R035	20180913_R032	20180913_R033	20180917_R081	20180913_R030	20180917_R084	20180913_R031	20180917_R083	20180917_R086	20180917_R085	20180917_R087	20180917_R120	20180917_R089	20180913_R038	20180913_R039	20180913_R037	20180917_R091	20180917_R090	20180917_R093	20180917_R092	20180917_R095	20180913_R061	20180917_R099	20180913_R060	20180917_R098	20180917_QC_22	20180917_QC_23	20180917_QC_20	20180917_QC_21	20180913_R056	20180913_R054	20180913_R055	20180917_QC_19	20180913_R052	20180913_R053	20180917_QC_17	20180913_R050	20180917_QC_18	20180913_R051	20180917_QC_15	20180917_QC_16	20180917_QC_13	20180917_QC_14
CHEBI:89881	C44H84NO7P	O(C[C@](COP([O-])(=O)OCC[N+](C)(C)C)(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)[H])CCCCCCCC/C=C\CCCCCCCC	"InChI=1S/C44H84NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-41-43(42-51-53(47,48)50-40-38-45(3,4)5)52-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h15,17,20-23,43H,6-14,16,18-19,24-42H2,1-5H3/b17-15-,22-20-,23-21-/t43-/m1/s1"	"PC(o-18:1(9Z)/18:2(9Z,12Z))"	770.6006202		M+H	1	5.149483333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	48.9																																																																																																																								
CHEBI:140773	C24H50NO6P	P(OC[C@@H](CO/C=C/*)O)(=O)(OCC[N+](C)(C)C)[O-]		LysoPC(P-16:0)	480.3475131		"M+H, M+Na"	1	7.118316667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	53.3																																																																																																																								
CHEBI:29069	C8H6O4	OC(=O)c1ccccc1C(O)=O	"InChI=1S/C8H6O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)(H,11,12)"	Phthalic acid	149.0240121		M+H-H2O	1	1.038666667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	53.3																																																																																																																								
CHEBI:145254	C23H46NO7P	C([C@@](CO)(OC(CCCCCCCCC/C=C\CCCCCC)=O)[H])OP(=O)(O)OCCN	"InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)31-22(20-25)21-30-32(27,28)29-19-18-24/h7-8,22,25H,2-6,9-21,24H2,1H3,(H,27,28)/b8-7-/t22-/m1/s1"	LysoPE(0:0/18:1(11Z))	480.3084076		"M+H-H2O, M+H"	1	5.8362	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	50																																																																																																																								
CHEBI:133223	C7H15NO2	C(C(CCCCC)[NH3+])([O-])=O	"InChI=1S/C7H15NO2/c1-2-3-4-5-6(8)7(9)10/h6H,2-5,8H2,1H3,(H,9,10)"	2-Aminoheptanoate	184.074763		M+K	1	7.388616667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	50.1																																																																																																																								
CHEBI:28733	C26H50NO7P	CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C26H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h9-10,12-13,25,28H,5-8,11,14-24H2,1-4H3/b10-9-,13-12-/t25-/m1/s1"	"LysoPC(18:2(9Z,12Z))"	542.3233589		"M+Na, M+K"	1	7.34495	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	49.7																																																																																																																								
CHEBI:73865	C48H86NO8P	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC	"InChI=1S/C48H86NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h14,16,20,22,24-25,29,31,35,37,46H,6-13,15,17-19,21,23,26-28,30,32-34,36,38-45H2,1-5H3/b16-14-,22-20-,25-24-,31-29-,37-35-/t46-/m1/s1"	"PC(18:0/22:5(4Z,7Z,10Z,13Z,16Z))"	858.5937544		M+Na	1	5.014416667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	46.8																																																																																																																								
CHEBI:64563	C24H50NO7P	[H][C@@](CO[*])(COP([O-])(=O)OCC[N+](C)(C)C)O[*]		LysoPC(16:0)	478.3299954		M+H-H2O	1	7.388616667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	50																																																																																																																								
CHEBI:16347	C7H15NO3	C[N+](C)(C)C[C@H](O)CC([O-])=O	"InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m1/s1"	L-Carnitine	144.1032015		M+H-H2O	1	7.7319	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	50.3																																																																																																																								
CHEBI:73060	C21H39NO4	CCCCCCCC\C=C/CCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C	"InChI=1S/C21H39NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-21(25)26-19(17-20(23)24)18-22(2,3)4/h12-13,19H,5-11,14-18H2,1-4H3/b13-12-"	cis-5-Tetradecenoylcarnitine	370.2955407		M+H	1	5.708216667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	49.7																																																																																																																								
CHEBI:64561	C26H54NO7P	[C@](CO*)(O*)([H])COP(OCC[N+](C)(C)C)(=O)[O-]		LysoPC(18:0)	562.3261747		M+K	1	7.2444	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	47.6																																																																																																																								
CHEBI:90333	C11H9NO2	C=1C=CC2=C(C1)C=C(N2)/C=C/C(=O)O	"InChI=1S/C11H9NO2/c13-11(14)6-5-9-7-8-3-1-2-4-10(8)12-9/h1-7,12H,(H,13,14)/b6-5+"	Indoleacrylic acid	188.0711582		"M+H-H2O, M+H"	1	5.646266667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	50.4																																																																																																																								
CHEBI:16709	C8H11NO3	Cc1ncc(CO)c(CO)c1O	"InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3"	Pyridoxine	152.0699309		M+H-H2O	1	1.17595	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	49.4																																																																																																																								
CHEBI:133094	C11H18N2O2	C1C[C@@]2([H])C(N[C@H](C(N2C1)=O)CC(C)C)=O	"InChI=1S/C11H18N2O2/c1-7(2)6-8-11(15)13-5-3-4-9(13)10(14)12-8/h7-9H,3-6H2,1-2H3,(H,12,14)/t8-,9-/m0/s1"	"L,L-Cyclo(leucylprolyl)"	249.0979082		M+K	1	9.034083333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	47.9																																																																																																																								
CHEBI:74968	C28H58NO7P	CCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C28H58NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h27,30H,5-26H2,1-4H3/t27-/m1/s1"	LysoPC(20:0/0:0)	534.3909043		M+H-H2O	1	7.443466667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	47																																																																																																																								
CHEBI:75216	C26H56NO6P	[C@@H](COCCCCCCCCCCCCCCCCCC)(COP(OCC[N+](C)(C)C)(=O)[O-])O	"InChI=1S/C26H56NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22-31-24-26(28)25-33-34(29,30)32-23-21-27(2,3)4/h26,28H,5-25H2,1-4H3/t26-/m1/s1"	LysoPC(O-18:0)	510.3949531		"M+H, M+Na"	1	7.46175	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	48.6																																																																																																																								
CHEBI:137889	C26H54NO6P	P(OC[C@@H](CO/C=C/*)O)(=O)(OCC[N+](C)(C)C)[O-]		LysoPC(P-18:0)	508.3799109		"M+H, M+Na"	1	7.489183333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	45.2																																																																																																																								
CHEBI:72737	C25H52NO7P	[H][C@@](CO[*])(COP([O-])(=O)OCC[N+](C)(C)C)O[*]		LysoPC(17:0)	510.3586414		"M+H, M+Na, M+H-H2O"	1	7.326666667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	47.6																																																																																																																								
CHEBI:89190	C46H86NO8P	C([C@@](COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)(OC(CCCCCCCCCCCCCCCCC)=O)[H])OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C46H86NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-26-28-30-32-34-36-38-45(48)52-42-44(43-54-56(50,51)53-41-40-47(3,4)5)55-46(49)39-37-35-33-31-29-27-24-21-19-17-15-13-11-9-7-2/h14,16,20,22,25-26,44H,6-13,15,17-19,21,23-24,27-43H2,1-5H3/b16-14-,22-20-,26-25-/t44-/m1/s1"	"PC(20:3(8Z,11Z,14Z)/18:0)"	794.6076573		M+H-H2O	1	5.058083333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	43.4																																																																																																																								
CHEBI:73608	C15H23N3O4	NCCCC[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O	"InChI=1S/C15H23N3O4/c16-8-2-1-3-12(17)14(20)18-13(15(21)22)9-10-4-6-11(19)7-5-10/h4-7,12-13,19H,1-3,8-9,16-17H2,(H,18,20)(H,21,22)/t12-,13-/m0/s1"	Lysyl-Tyrosine	327.201783		M+NH4	1	1.17595	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	46																																																																																																																								
CHEBI:64561	C26H54NO7P	[C@](CO*)(O*)([H])COP(OCC[N+](C)(C)C)(=O)[O-]		LysoPC(18:0)	524.3742959		"M+H, M+Na, M+K"	1	7.072616667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	45.8																																																																																																																								
CHEBI:28281	C11H11NO3	O(C)C1=CC2=C(NC=C2CC(O)=O)C=C1	"InChI=1S/C11H11NO3/c1-15-8-2-3-10-9(5-8)7(6-12-10)4-11(13)14/h2-3,5-6,12H,4H2,1H3,(H,13,14)"	5-Methoxyindoleacetate	188.0709017		M+H-H2O	1	5.953	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	45.8																																																																																																																								
CHEBI:74344	C28H50NO7P	[H][C@@](O)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)COP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C28H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h9-10,12-13,15-16,18-19,27,30H,5-8,11,14,17,20-26H2,1-4H3/b10-9-,13-12-,16-15-,19-18-/t27-/m1/s1"	"LysoPC(20:4(5Z,8Z,11Z,14Z))"	566.321618		M+Na	1	7.2444	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	44.5																																																																																																																								
CHEBI:84519	C42H82NO10P	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCCCCCC	"InChI=1S/C42H82NO10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(44)50-35-38(36-51-54(48,49)52-37-39(43)42(46)47)53-41(45)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h38-39H,3-37,43H2,1-2H3,(H,46,47)(H,48,49)/t38-,39+/m1/s1"	PS(18:0/18:0)	774.5639592		M+H-H2O	1	5.302916667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	42.8																																																																																																																								
CHEBI:16794	C17H21NO4	CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)c1ccccc1	"InChI=1S/C17H21NO4/c1-18-13-7-11(8-14(18)16-15(13)22-16)21-17(20)12(9-19)10-5-3-2-4-6-10/h2-6,11-16,19H,7-9H2,1H3/t11-,12-,13-,14+,15-,16+/m1/s1"	Scopolamine	286.1445857		M+H-H2O	1	1.130066667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	45.4																																																																																																																								
CHEBI:88453	C37H66O5	C([C@@](COC(CCCCCCCCCCCCCCC)=O)(OC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O)[H])O	"InChI=1S/C37H66O5/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-37(40)42-35(33-38)34-41-36(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h11,13,17-18,22,24,35,38H,3-10,12,14-16,19-21,23,25-34H2,1-2H3/b13-11-,18-17-,24-22-/t35-/m0/s1"	"DG(16:0/18:3(6Z,9Z,12Z)/0:0)"	613.4746594		M+Na	1	1.013266667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	41																																																																																																																								
CHEBI:30763	C7H6O3	OC(=O)c1ccc(O)cc1	"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)"	4-Hydroxybenzoic acid	121.0282225		M+H-H2O	1	1.038666667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	44.9																																																																																																																								
CHEBI:73873	C30H50NO7P	[C@@H](COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)(COP(OCC[N+](C)(C)C)(=O)[O-])O	"InChI=1S/C30H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h6-7,9-10,12-13,15-16,18-19,21-22,29,32H,5,8,11,14,17,20,23-28H2,1-4H3/b7-6-,10-9-,13-12-,16-15-,19-18-,22-21-/t29-/m1/s1"	"LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	568.3405073		"M+H, M+Na"	1	7.216833333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39.7																																																																																																																								
				"MG(0:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)"	387.2898611		M+H-H2O	1	1.14835	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	41.5																																																																																																																								
CHEBI:17933	C27H44O2	[H][C@@]1(CC[C@]2([H])[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)(C)O	"InChI=1S/C27H44O2/c1-19-10-13-23(28)18-22(19)12-11-21-9-7-17-27(5)24(14-15-25(21)27)20(2)8-6-16-26(3,4)29/h11-12,20,23-25,28-29H,1,6-10,13-18H2,2-5H3/b21-11+,22-12-/t20-,23+,24-,25+,27-/m1/s1"	Calcidiol	365.3188648		M+H-2H2O	1	1.05695	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	42.1																																																																																																																								
CHEBI:17823	C27H44O3	[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)CCCC(C)(C)O	"InChI=1S/C27H44O3/c1-18(8-6-14-26(3,4)30)23-12-13-24-20(9-7-15-27(23,24)5)10-11-21-16-22(28)17-25(29)19(21)2/h10-11,18,22-25,28-30H,2,6-9,12-17H2,1,3-5H3/b20-10+,21-11-/t18-,22-,23-,24+,25+,27-/m1/s1"	Calcitriol	381.3149573		M+H-2H2O	1	1.05695	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	43.1																																																																																																																								
CHEBI:72737	C25H52NO7P	[H][C@@](CO[*])(COP([O-])(=O)OCC[N+](C)(C)C)O[*]		LysoPC(17:0)	510.3560822		"M+H, M+Na"	1	7.1366	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	42.7																																																																																																																								
CHEBI:89262	C39H66O5	C([C@@](COC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O)(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)[H])O	"InChI=1S/C39H66O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(41)43-36-37(35-40)44-39(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5,7,11-14,17-20,37,40H,3-4,6,8-10,15-16,21-36H2,1-2H3/b7-5-,13-11-,14-12-,19-17-,20-18-/t37-/m0/s1"	"DG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/0:0)"	653.4487141		M+K	1	1.013266667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	40.1																																																																																																																								
CHEBI:17933	C27H44O2	[H][C@@]1(CC[C@]2([H])[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)(C)O	"InChI=1S/C27H44O2/c1-19-10-13-23(28)18-22(19)12-11-21-9-7-17-27(5)24(14-15-25(21)27)20(2)8-6-16-26(3,4)29/h11-12,20,23-25,28-29H,1,6-10,13-18H2,2-5H3/b21-11+,22-12-/t20-,23+,24-,25+,27-/m1/s1"	Calcidiol	383.3333217		M+H-H2O	1	1.0478	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39.9																																																																																																																								
CHEBI:28733	C26H50NO7P	CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C26H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h9-10,12-13,25,28H,5-8,11,14-24H2,1-4H3/b10-9-,13-12-/t25-/m1/s1"	"LysoPC(18:2(9Z,12Z))"	520.3435514		M+H	1	7.363233333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	40.5																																																																																																																								
CHEBI:18402	C27H46O5	C[C@H](CCCC(C)C(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	"InChI=1S/C27H46O5/c1-15(6-5-7-16(2)25(31)32)19-8-9-20-24-21(14-23(30)27(19,20)4)26(3)11-10-18(28)12-17(26)13-22(24)29/h15-24,28-30H,5-14H2,1-4H3,(H,31,32)/t15-,16?,17+,18-,19-,20+,21+,22-,23+,24+,26+,27-/m1/s1"	Coprocholic acid	415.3198616		"M+H-2H2O, M+Na"	1	1.05695	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	40.9																																																																																																																								
CHEBI:84829	C48H84NO8P	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	"InChI=1S/C48H84NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,24-25,29,31,35,37,46H,6-7,9,11-13,15,17-19,21,23,26-28,30,32-34,36,38-45H2,1-5H3/b10-8-,16-14-,22-20-,25-24-,31-29-,37-35-/t46-/m1/s1"	"PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	856.5799238		M+Na	1	5.014416667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39.3																																																																																																																								
CHEBI:89667	C40H78NO8P	C([C@@](COC(CCCCCCCCCCCCCCCCC)=O)(OC(CCCCCCC/C=C\CCCC)=O)[H])OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C40H78NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-24-26-28-30-32-39(42)46-36-38(37-48-50(44,45)47-35-34-41(3,4)5)49-40(43)33-31-29-27-25-22-17-15-13-11-9-7-2/h13,15,38H,6-12,14,16-37H2,1-5H3/b15-13-/t38-/m1/s1"	PC(18:0/14:1(9Z))	754.5354164		M+Na	1	5.25715	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	40.4																																																																																																																								
				"MG(0:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)"	387.2883506		M+H-H2O	1	5.545716667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	40.8																																																																																																																								
CHEBI:89697	C46H82NO8P	C([C@@](COC(CCCCCCCCC/C=C\CCCCCC)=O)(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)[H])OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C46H82NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h14,16-17,19-20,22,25,27,31,33,44H,6-13,15,18,21,23-24,26,28-30,32,34-43H2,1-5H3/b16-14-,19-17-,22-20-,27-25-,33-31-/t44-/m1/s1"	"PC(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))"	830.5667451		M+Na	1	5.014416667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	40.9																																																																																																																								
CHEBI:64561	C26H54NO7P	[C@](CO*)(O*)([H])COP(OCC[N+](C)(C)C)(=O)[O-]		LysoPC(18:0)	524.3736931		"M+H, M+Na"	1	7.262683333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39																																																																																																																								
CHEBI:88364	C37H68O5	C([C@@](COC(CCCCCCCCC/C=C\CCCCCC)=O)(OC(CCCCCCC/C=C\CCCCCC)=O)[H])O	"InChI=1S/C37H68O5/c1-3-5-7-9-11-13-15-17-18-20-21-23-25-27-29-31-36(39)41-34-35(33-38)42-37(40)32-30-28-26-24-22-19-16-14-12-10-8-6-4-2/h13-16,35,38H,3-12,17-34H2,1-2H3/b15-13-,16-14-/t35-/m0/s1"	DG(18:1(11Z)/16:1(9Z)/0:0)	575.5004464		"M+H-H2O, M+K, M+NH4, M+Na"	1	1.004133333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	41.4																																																																																																																								
CHEBI:145966	C27H48O5	[C@]12([C@](C[C@@H]([C@]3([C@]1(CC[C@@]3([C@@](C[C@@H](CC(C)(C)O)O)(C)[H])[H])[H])C)O)([C@@]4([C@](C[C@H]2O)(C[C@@H](CC4)O)[H])C)[H])[H]	"InChI=1S/C27H48O5/c1-15(10-18(29)14-25(2,3)32)19-6-7-20-24-21(13-23(31)27(19,20)5)26(4)9-8-17(28)11-16(26)12-22(24)30/h15-24,28-32H,6-14H2,1-5H3/t15-,16+,17-,18+,19-,20+,21+,22-,23+,24+,26+,27-/m1/s1"	"5b-Cholestane-3a,7a,12a,23S,25-pentol"	417.3355968		M+H-2H2O	1	1.111783333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	40.9																																																																																																																								
